CID,Status,CAmt,Location
9257,Under Review,1670,Pune
9258,Approved,3002,Mumbai
9259,Approved,2734,Pune
9260,Approved,3997,Lucknow
9261,Under Review,4925,Pune
9262,Under Review,4380,Mumbai
9263,Approved,1543,Delhi
9264,Approved,2622,Pune
9265,Approved,2240,Pune
9266,Under Review,3185,Mumbai
9267,Declined,1837,NYC
9268,Under Review,1699,Lucknow
9269,Under Review,1126,Lucknow
9270,Declined,3932,Ayodhya
9271,Approved,2599,Pune
9272,Approved,1095,Ayodhya
9273,Under Review,4969,Ayodhya
9274,Under Review,2249,Delhi
9275,Under Review,2777,Delhi
9276,Under Review,2010,NYC
9277,Approved,3982,Ayodhya
9278,Approved,4299,NYC
9279,Declined,5000,Pune
9280,Declined,3039,Delhi
9281,Under Review,2549,Delhi
9282,Approved,4163,Mumbai
9283,Declined,3010,Lucknow
9284,Approved,3560,NYC
9285,Under Review,1718,NYC
9286,Under Review,2129,Pune
9287,Under Review,1566,Ayodhya
9288,Approved,1690,Lucknow
9289,Under Review,4381,Mumbai
9290,Declined,2013,NYC
9291,Approved,3007,Delhi
9292,Approved,2771,NYC
9293,Under Review,4478,Delhi
9294,Approved,4345,Lucknow
9295,Declined,3751,Delhi
9296,Approved,1343,Ayodhya
9297,Under Review,4911,Lucknow
9298,Approved,3299,Delhi
9299,Declined,3528,Ayodhya
9300,Approved,4099,Delhi
9301,Approved,4227,Pune
9302,Under Review,1436,Ayodhya
9303,Approved,1155,Ayodhya
9304,Approved,2622,Lucknow
9305,Approved,2082,Lucknow
9306,Under Review,4248,Delhi
9307,Approved,3625,NYC
9308,Under Review,1375,Pune
9309,Approved,2961,Ayodhya
9310,Declined,4671,Delhi
9311,Approved,2411,Pune
9312,Approved,4212,Delhi
9313,Under Review,4645,Delhi
9314,Declined,3545,NYC
9315,Approved,1322,Lucknow
9316,Approved,3695,Ayodhya
9317,Declined,3442,NYC
9318,Approved,1724,Mumbai
9319,Approved,3341,Pune
9320,Declined,2242,Mumbai
9321,Under Review,2725,NYC
9322,Under Review,3500,Ayodhya
9323,Under Review,4311,Delhi
9324,Under Review,2754,Delhi
9325,Approved,4619,Pune
9326,Approved,3295,Pune
9327,Under Review,3107,Pune
9328,Under Review,2261,Delhi
9329,Declined,1369,Pune
9330,Declined,1543,Delhi
9331,Approved,3665,Lucknow
9332,Approved,1026,Delhi
9333,Approved,2930,NYC
9334,Under Review,1820,Pune
9335,Under Review,1172,Ayodhya
9336,Under Review,3556,NYC
9337,Approved,3704,Pune
9338,Declined,4661,Pune
9339,Declined,2460,Mumbai
9340,Under Review,4539,Mumbai
9341,Approved,2139,Ayodhya
9342,Under Review,1116,Delhi
9343,Under Review,1577,Mumbai
9344,Approved,2814,Pune
9345,Approved,4245,NYC
9346,Declined,2098,Ayodhya
9347,Declined,1339,Ayodhya
9348,Under Review,3772,Lucknow
9349,Under Review,3272,Delhi
9350,Approved,2681,Pune
9351,Under Review,1836,NYC
9352,Declined,2257,Pune
9353,Under Review,4172,Ayodhya
9354,Approved,4331,NYC
9355,Declined,3241,Lucknow
9356,Declined,3690,Pune
9357,Under Review,2120,Lucknow
9358,Approved,1002,Lucknow
9359,Under Review,4359,Mumbai
9360,Under Review,2565,Delhi
9361,Declined,2001,Ayodhya
9362,Approved,1711,Lucknow
9363,Approved,2042,Ayodhya
9364,Under Review,2771,Ayodhya
9365,Declined,3756,NYC
9366,Approved,4453,Delhi
9367,Under Review,4762,Delhi
9368,Approved,4640,NYC
9369,Approved,2964,Mumbai
9370,Under Review,2308,Delhi
9371,Under Review,1136,Pune
9372,Declined,4343,Pune
9373,Under Review,1829,Mumbai
9374,Under Review,3692,Pune
9375,Under Review,1091,Lucknow
9376,Approved,2128,Mumbai
9377,Declined,1110,Delhi
9378,Approved,4270,Delhi
9379,Under Review,3564,Delhi
9380,Approved,4292,NYC
9381,Declined,4815,Mumbai
9382,Approved,3847,Ayodhya
9383,Declined,2275,Mumbai
9384,Under Review,1742,Pune
9385,Under Review,1103,Pune
9386,Approved,1063,Lucknow
9387,Approved,1213,Delhi
9388,Under Review,2637,NYC
9389,Approved,1148,Ayodhya
9390,Approved,1679,Mumbai
9391,Under Review,1089,NYC
9392,Approved,2481,Pune
9393,Declined,2648,Pune
9394,Approved,4371,Ayodhya
9395,Declined,2103,Mumbai
9396,Under Review,2968,NYC
9397,Under Review,4186,Lucknow
9398,Approved,3696,NYC
9399,Under Review,3797,NYC
9400,Declined,2278,NYC
9401,Declined,1349,Pune
9402,Under Review,1386,Ayodhya
9403,Under Review,2575,Lucknow
9404,Declined,4269,NYC
9405,Under Review,2625,Mumbai
9406,Under Review,3698,Delhi
9407,Under Review,2453,Ayodhya
9408,Approved,3191,Pune
9409,Declined,3727,NYC
9410,Under Review,4378,Ayodhya
9411,Under Review,2416,NYC
9412,Declined,3794,Lucknow
9413,Declined,2431,Mumbai
9414,Approved,2997,Delhi
9415,Under Review,1101,Mumbai
9416,Approved,4122,Pune
9417,Declined,2643,NYC
9418,Declined,2799,Mumbai
9419,Declined,1050,NYC
9420,Approved,4959,Pune
9421,Approved,1745,Ayodhya
9422,Under Review,2133,NYC
9423,Declined,4352,NYC
9424,Approved,3294,Lucknow
9425,Declined,4660,Delhi
9426,Approved,2757,Mumbai
9427,Declined,1873,Delhi
9428,Declined,2987,Pune
9429,Under Review,2429,Pune
9430,Under Review,1875,Mumbai
9431,Approved,2911,Delhi
9432,Under Review,3961,Mumbai
9433,Under Review,1111,NYC
9434,Declined,4687,Ayodhya
9435,Declined,4598,Ayodhya
9436,Declined,1639,Mumbai
9437,Approved,1442,NYC
9438,Approved,4631,Mumbai
9439,Under Review,4546,Ayodhya
9440,Approved,2516,Mumbai
9441,Under Review,2128,Delhi
9442,Declined,2142,Pune
9443,Approved,3470,Pune
9444,Declined,1835,NYC
9445,Declined,3833,Delhi
9446,Approved,3713,Lucknow
9447,Declined,2331,Mumbai
9448,Under Review,3728,Lucknow
9449,Approved,1055,Ayodhya
9450,Declined,3708,Ayodhya
9451,Under Review,2885,Mumbai
9452,Under Review,4510,NYC
9453,Under Review,3552,NYC
9454,Declined,3580,Mumbai
9455,Approved,1897,Mumbai
9456,Declined,2083,Delhi
9457,Under Review,3932,Pune
9458,Approved,2846,Pune
9459,Declined,3882,Pune
9460,Approved,1771,Delhi
9461,Under Review,1316,Pune
9462,Approved,2072,NYC
9463,Approved,1430,Pune
9464,Under Review,4696,Ayodhya
9465,Approved,3328,Pune
9466,Declined,2058,Ayodhya
9467,Under Review,2691,Mumbai
9468,Approved,4496,Ayodhya
9469,Declined,4661,Ayodhya
9470,Approved,2229,Ayodhya
9471,Declined,4607,NYC
9472,Declined,2446,Mumbai
9473,Under Review,4150,NYC
9474,Declined,1656,Mumbai
9475,Under Review,4161,Delhi
9476,Declined,2400,Mumbai
9477,Declined,1128,Delhi
9478,Approved,2370,Mumbai
9479,Under Review,2340,Ayodhya
9480,Under Review,4782,Pune
9481,Approved,1623,Ayodhya
9482,Under Review,1388,Ayodhya
9483,Declined,4801,Pune
9484,Declined,4328,Pune
9485,Under Review,3270,Lucknow
9486,Approved,2517,Delhi
9487,Declined,2743,NYC
9488,Declined,3989,NYC
9489,Approved,4283,Ayodhya
9490,Under Review,4815,Lucknow
9491,Declined,2823,Ayodhya
9492,Declined,3151,NYC
9493,Declined,4604,Mumbai
9494,Declined,1143,Pune
9495,Declined,3929,Delhi
9496,Declined,2417,Lucknow
9497,Under Review,3559,NYC
9498,Under Review,3971,Pune
9499,Under Review,1054,Pune
9500,Under Review,2826,NYC
9501,Declined,4459,Mumbai
9502,Under Review,4342,NYC
9503,Declined,1127,NYC
9504,Under Review,3208,Delhi
9505,Approved,3424,NYC
9506,Approved,1241,Mumbai
9507,Under Review,2999,Ayodhya
9508,Under Review,3732,Mumbai
9509,Approved,1513,Mumbai
9510,Declined,1312,Ayodhya
9511,Declined,2511,NYC
9512,Under Review,4263,Mumbai
9513,Declined,1657,Lucknow
9514,Under Review,2641,Mumbai
9515,Declined,2759,Pune
9516,Approved,3754,NYC
9517,Approved,3940,Ayodhya
9518,Declined,4470,Delhi
9519,Declined,1628,Ayodhya
9520,Declined,4664,Pune
9521,Approved,4773,Mumbai
9522,Under Review,1144,Mumbai
9523,Approved,3769,Pune
9524,Declined,1611,Pune
9525,Approved,2640,Delhi
9526,Declined,4690,NYC
9527,Declined,4730,Pune
9528,Approved,2024,Lucknow
9529,Under Review,2996,Mumbai
9530,Under Review,3826,Pune
9531,Declined,1446,NYC
9532,Approved,1720,NYC
9533,Declined,4604,Ayodhya
9534,Declined,4031,Pune
9535,Approved,2192,Ayodhya
9536,Approved,4785,Mumbai
9537,Approved,1841,Mumbai
9538,Declined,3370,NYC
9539,Under Review,1915,Mumbai
9540,Under Review,4462,NYC
9541,Declined,2449,Pune
9542,Approved,4204,Ayodhya
9543,Declined,4991,Mumbai
9544,Declined,2384,NYC
9545,Declined,3814,Delhi
9546,Under Review,4385,Pune
9547,Under Review,2282,Delhi
9548,Under Review,1961,Lucknow
9549,Under Review,1002,Pune
9550,Declined,2674,Lucknow
9551,Approved,4979,Pune
9552,Under Review,4907,Delhi
9553,Under Review,4678,NYC
9554,Approved,3862,Delhi
9555,Under Review,3829,Mumbai
9556,Declined,2340,NYC
9557,Declined,2446,Mumbai
9558,Under Review,4895,Lucknow
9559,Declined,3685,Pune
9560,Declined,1557,Mumbai
9561,Approved,2395,Mumbai
9562,Declined,1786,Mumbai
9563,Under Review,2746,Lucknow
9564,Approved,3577,Lucknow
9565,Declined,4361,Delhi
9566,Approved,1658,NYC
9567,Approved,2446,Delhi
9568,Approved,4743,Lucknow
9569,Approved,1605,Pune
9570,Declined,4133,Pune
9571,Approved,1395,Pune
9572,Declined,3337,Ayodhya
9573,Declined,4180,NYC
9574,Under Review,1413,Mumbai
9575,Approved,2851,Ayodhya
9576,Under Review,4572,NYC
9577,Under Review,4283,Pune
9578,Approved,4239,NYC
9579,Under Review,1489,Pune
9580,Under Review,4559,Ayodhya
9581,Approved,3920,Delhi
9582,Declined,4792,NYC
9583,Approved,4973,Lucknow
9584,Declined,3115,Mumbai
9585,Declined,1267,Ayodhya
9586,Declined,2370,Delhi
9587,Declined,4813,Mumbai
9588,Approved,1268,Ayodhya
9589,Declined,1240,NYC
9590,Under Review,3975,Lucknow
9591,Declined,3012,Delhi
9592,Approved,1472,Lucknow
9593,Approved,1820,Mumbai
9594,Declined,2909,Pune
9595,Approved,3211,Pune
9596,Declined,1199,Mumbai
9597,Approved,4372,Delhi
9598,Approved,1713,Pune
9599,Approved,2118,Lucknow
9600,Approved,4048,Pune
9601,Approved,3504,Mumbai
9602,Under Review,1177,Delhi
9603,Under Review,3700,Lucknow
9604,Under Review,4824,Mumbai
9605,Declined,1387,NYC
9606,Approved,4357,Lucknow
9607,Declined,3844,Delhi
9608,Under Review,3942,Mumbai
9609,Under Review,4676,Delhi
9610,Declined,2010,Delhi
9611,Under Review,1100,Pune
9612,Approved,1546,Mumbai
9613,Under Review,3441,Ayodhya
9614,Declined,3341,Ayodhya
9615,Under Review,2481,Ayodhya
9616,Declined,2041,NYC
9617,Under Review,3876,Ayodhya
9618,Approved,4058,Pune
9619,Under Review,2403,Ayodhya
9620,Under Review,4158,NYC
9621,Declined,2792,Ayodhya
9622,Approved,4627,Mumbai
9623,Approved,3839,Pune
9624,Under Review,1026,Mumbai
9625,Under Review,3573,NYC
9626,Approved,1897,NYC
9627,Approved,4315,Ayodhya
9628,Under Review,3820,Delhi
9629,Declined,2893,Pune
9630,Approved,1258,Mumbai
9631,Under Review,2835,Pune
9632,Approved,2713,Pune
9633,Declined,1511,Delhi
9634,Approved,1049,Lucknow
9635,Under Review,1223,Lucknow
9636,Under Review,2255,Mumbai
9637,Approved,2212,Ayodhya
9638,Approved,4117,Lucknow
9639,Under Review,3622,Mumbai
9640,Under Review,2771,Ayodhya
9641,Under Review,4959,Lucknow
9642,Under Review,2896,Pune
9643,Declined,3525,Delhi
9644,Declined,4875,Ayodhya
9645,Approved,3608,Mumbai
9646,Declined,2707,Lucknow
9647,Approved,3478,Mumbai
9648,Approved,3878,NYC
9649,Declined,4729,Mumbai
9650,Declined,4228,Mumbai
9651,Declined,3601,NYC
9652,Approved,2520,Mumbai
9653,Under Review,3374,Mumbai
9654,Declined,1330,Lucknow
9655,Approved,3608,Ayodhya
9656,Under Review,1015,Delhi
9657,Approved,2498,Ayodhya
9658,Declined,1708,Delhi
9659,Under Review,3123,Pune
9660,Declined,2374,Delhi
9661,Approved,3538,Mumbai
9662,Approved,4879,Mumbai
9663,Approved,4913,Lucknow
9664,Approved,3677,Lucknow
9665,Declined,2417,Delhi
9666,Approved,2954,Mumbai
9667,Declined,3379,Mumbai
9668,Approved,3477,Mumbai
9669,Declined,4696,Pune
9670,Declined,4068,Mumbai
9671,Under Review,1251,Lucknow
9672,Declined,1762,NYC
9673,Declined,3225,NYC
9674,Under Review,1836,Pune
9675,Approved,3807,Lucknow
9676,Approved,4444,NYC
9677,Under Review,4075,Mumbai
9678,Declined,3175,Lucknow
9679,Under Review,3889,Mumbai
9680,Approved,2086,Pune
9681,Under Review,2793,Pune
9682,Under Review,4287,Lucknow
9683,Approved,3601,Ayodhya
9684,Declined,2206,NYC
9685,Approved,4255,NYC
9686,Under Review,1482,NYC
9687,Under Review,3789,NYC
9688,Approved,4083,Pune
9689,Approved,3100,Pune
9690,Declined,4213,Lucknow
9691,Declined,1424,Lucknow
9692,Approved,3483,Ayodhya
9693,Approved,1946,Delhi
9694,Declined,2531,Pune
9695,Approved,3324,Mumbai
9696,Approved,4605,Pune
9697,Under Review,3936,Mumbai
9698,Under Review,4237,Ayodhya
9699,Under Review,3837,NYC
9700,Declined,2737,Delhi
9701,Declined,3672,NYC
9702,Declined,2066,Ayodhya
9703,Approved,3829,Delhi
9704,Under Review,1661,Mumbai
9705,Under Review,1330,Mumbai
9706,Under Review,2401,Delhi
9707,Approved,2734,Lucknow
9708,Under Review,3230,Lucknow
9709,Approved,2929,NYC
9710,Approved,2872,NYC
9711,Approved,4155,Delhi
9712,Approved,3875,Mumbai
9713,Under Review,2484,Pune
9714,Under Review,2989,NYC
9715,Approved,4408,Mumbai
9716,Declined,1602,Mumbai
9717,Under Review,2537,Mumbai
9718,Approved,1156,Delhi
9719,Approved,4324,Ayodhya
9720,Approved,3156,Lucknow
9721,Approved,1071,Ayodhya
9722,Under Review,3195,NYC
9723,Approved,2170,Pune
9724,Under Review,2916,Ayodhya
9725,Under Review,2227,NYC
9726,Declined,3841,Pune
9727,Declined,4040,Pune
9728,Under Review,4071,Mumbai
9729,Declined,4007,Delhi
9730,Declined,4012,NYC
9731,Under Review,2101,Ayodhya
9732,Approved,1918,Delhi
9733,Under Review,4022,Ayodhya
9734,Under Review,2062,NYC
9735,Approved,4717,Pune
9736,Approved,4928,NYC
9737,Declined,4951,NYC
9738,Under Review,3755,Mumbai
9739,Under Review,2314,Ayodhya
9740,Declined,2672,NYC
9741,Under Review,2172,NYC
9742,Declined,2334,Delhi
9743,Declined,2746,Delhi
9744,Under Review,1548,Pune
9745,Under Review,2783,NYC
9746,Under Review,4826,Lucknow
9747,Approved,4532,Ayodhya
9748,Approved,2083,Lucknow
9749,Under Review,2508,Pune
9750,Approved,3909,Mumbai
9751,Approved,2207,Lucknow
9752,Declined,3597,Pune
9753,Under Review,4673,Pune
9754,Under Review,2137,Lucknow
9755,Approved,4026,Lucknow
9756,Approved,1000,Pune
9757,Approved,2165,Delhi
9758,Under Review,2769,Lucknow
9759,Under Review,3874,Delhi
9760,Declined,4320,Lucknow
9761,Under Review,4779,Lucknow
9762,Declined,4739,Ayodhya
9763,Declined,3372,Pune
9764,Approved,2376,NYC
9765,Declined,2971,Pune
9766,Approved,1046,Delhi
9767,Declined,4526,Delhi
9768,Under Review,2612,Pune
9769,Approved,1731,NYC
9770,Approved,4556,NYC
9771,Declined,3148,Mumbai
9772,Declined,1711,Lucknow
9773,Approved,2120,Lucknow
9774,Under Review,2446,NYC
9775,Declined,1778,Pune
9776,Declined,2577,Ayodhya
9777,Approved,3810,NYC
9778,Under Review,3940,Mumbai
9779,Under Review,3073,Delhi
9780,Under Review,3444,Delhi
9781,Approved,4177,Pune
9782,Declined,2298,Pune
9783,Declined,1622,Lucknow
9784,Approved,1099,Mumbai
9785,Declined,2297,Delhi
9786,Under Review,2438,Delhi
9787,Approved,3763,Pune
9788,Under Review,3081,Mumbai
9789,Under Review,1368,NYC
9790,Under Review,1829,Mumbai
9791,Under Review,1913,Delhi
9792,Approved,2894,Delhi
9793,Under Review,3042,NYC
9794,Under Review,2198,Delhi
9795,Declined,2104,Delhi
9796,Approved,1518,Pune
9797,Declined,2524,Pune
9798,Declined,1352,Ayodhya
9799,Under Review,4484,Lucknow
9800,Declined,2374,Delhi
9801,Approved,2701,Pune
9802,Declined,1534,Delhi
9803,Declined,4607,Pune
9804,Approved,2030,NYC
9805,Approved,2279,NYC
9806,Declined,1156,Lucknow
9807,Under Review,1172,Delhi
9808,Under Review,4561,Mumbai
9809,Declined,2375,NYC
9810,Under Review,4127,Pune
9811,Approved,3363,Pune
9812,Declined,1912,Delhi
9813,Under Review,4672,Mumbai
9814,Approved,2464,Lucknow
9815,Under Review,1385,Mumbai
9816,Under Review,2654,Ayodhya
9817,Under Review,1354,Lucknow
9818,Under Review,1652,Lucknow
9819,Under Review,1267,Lucknow
9820,Under Review,4988,Lucknow
9821,Approved,2819,NYC
9822,Approved,3091,Ayodhya
9823,Approved,2028,Lucknow
9824,Declined,1286,Pune
9825,Declined,3651,Delhi
9826,Declined,2618,Ayodhya
9827,Approved,2959,Delhi
9828,Approved,1930,Delhi
9829,Declined,3297,NYC
9830,Declined,4862,Ayodhya
9831,Declined,3764,Pune
9832,Declined,3629,Ayodhya
9833,Approved,2715,Lucknow
9834,Under Review,2909,Lucknow
9835,Declined,4125,Lucknow
9836,Declined,4721,Lucknow
9837,Declined,2456,Pune
9838,Under Review,1523,Pune
9839,Approved,4051,Lucknow
9840,Approved,4719,NYC
9841,Approved,1540,NYC
9842,Approved,2160,Ayodhya
9843,Approved,1484,Pune
9844,Under Review,2180,Lucknow
9845,Declined,1597,Mumbai
9846,Under Review,2493,NYC
9847,Approved,1155,Lucknow
9848,Approved,2380,Lucknow
9849,Under Review,1610,Pune
9850,Under Review,2701,Pune
9851,Under Review,2882,Mumbai
9852,Declined,1001,Pune
9853,Declined,2543,Pune
9854,Declined,1873,Lucknow
9855,Declined,4790,Lucknow
9856,Approved,1233,Lucknow
9857,Declined,3457,Mumbai
9858,Declined,2047,Pune
9859,Declined,1423,Lucknow
9860,Declined,1424,Pune
9861,Declined,2474,Ayodhya
9862,Approved,2126,NYC
9863,Under Review,2374,Pune
9864,Declined,2335,Lucknow
9865,Under Review,3768,Mumbai
9866,Under Review,3652,Delhi
9867,Declined,1300,Pune
9868,Approved,1076,Delhi
9869,Declined,1975,Ayodhya
9870,Approved,2749,Pune
9871,Declined,2201,Pune
9872,Approved,2020,Mumbai
9873,Declined,3748,Delhi
9874,Approved,2120,NYC
9875,Declined,1732,Pune
9876,Declined,4679,Mumbai
9877,Declined,4527,Delhi
9878,Approved,4086,Mumbai
9879,Declined,4514,Lucknow
9880,Declined,1061,Mumbai
9881,Declined,4994,Pune
9882,Under Review,2996,Pune
9883,Under Review,3564,Ayodhya
9884,Under Review,4103,Lucknow
9885,Approved,4329,Mumbai
9886,Approved,4601,Mumbai
9887,Declined,3904,NYC
9888,Under Review,1588,Delhi
9889,Approved,2655,Delhi
9890,Approved,4700,NYC
9891,Approved,4469,Delhi
9892,Approved,2706,Ayodhya
9893,Under Review,2612,Pune
9894,Declined,1115,Delhi
9895,Declined,4049,Ayodhya
9896,Under Review,3821,Delhi
9897,Approved,3825,Pune
9898,Approved,3135,Delhi
9899,Approved,1917,Lucknow
9900,Declined,2908,Ayodhya
9901,Approved,2248,Ayodhya
9902,Approved,2625,Mumbai
9903,Approved,4962,NYC
9904,Under Review,2918,NYC
9905,Approved,2183,Delhi
9906,Approved,2905,NYC
9907,Approved,3289,Ayodhya
9908,Declined,4389,NYC
9909,Approved,3716,Pune
9910,Declined,2914,NYC
9911,Declined,2897,Mumbai
9912,Declined,1555,Pune
9913,Declined,2150,Mumbai
9914,Under Review,3606,Pune
9915,Approved,4746,Pune
9916,Approved,2464,Pune
9917,Approved,2540,Delhi
9918,Declined,3756,Delhi
9919,Approved,4447,NYC
9920,Under Review,1282,Pune
9921,Approved,3398,Mumbai
9922,Under Review,1682,Pune
9923,Declined,2366,NYC
9924,Approved,1696,Mumbai
9925,Approved,1324,Pune
9926,Declined,1088,Mumbai
9927,Under Review,1841,Ayodhya
9928,Approved,4089,Lucknow
9929,Under Review,1934,Pune
9930,Approved,4265,Ayodhya
9931,Declined,2780,NYC
9932,Declined,2565,Delhi
9933,Approved,3249,NYC
9934,Under Review,4241,Delhi
9935,Approved,4270,Lucknow
9936,Under Review,3751,Ayodhya
9937,Approved,1134,Mumbai
9938,Declined,1062,Pune
9939,Declined,1187,NYC
9940,Approved,3810,Delhi
9941,Declined,3343,Delhi
9942,Declined,3534,Pune
9943,Declined,1940,Mumbai
9944,Declined,3021,Pune
9945,Approved,3141,Mumbai
9946,Under Review,4962,Ayodhya
9947,Declined,3405,Delhi
9948,Declined,3994,Pune
9949,Under Review,2575,Lucknow
9950,Declined,3270,Ayodhya
9951,Approved,3580,NYC
9952,Under Review,2224,Ayodhya
9953,Under Review,2447,Pune
9954,Approved,2374,Mumbai
9955,Approved,4654,NYC
9956,Approved,1069,NYC
9957,Under Review,3414,Lucknow
9958,Under Review,4573,Ayodhya
9959,Under Review,1120,Ayodhya
9960,Under Review,3767,Lucknow
9961,Approved,3189,Lucknow
9962,Approved,3414,Delhi
9963,Under Review,1466,Delhi
9964,Approved,3736,Mumbai
9965,Approved,4657,Delhi
9966,Approved,4633,Pune
9967,Under Review,4544,Delhi
9968,Approved,3346,Lucknow
9969,Declined,4445,NYC
9970,Declined,4371,Ayodhya
9971,Approved,3505,Lucknow
9972,Declined,2730,Lucknow
9973,Under Review,2314,NYC
9974,Declined,2071,NYC
9975,Approved,1129,Lucknow
9976,Under Review,3944,Pune
9977,Under Review,2734,Lucknow
9978,Under Review,3625,Mumbai
9979,Declined,3943,Mumbai
9980,Under Review,1798,Lucknow
9981,Approved,1585,Pune
9982,Under Review,2022,Delhi
9983,Approved,2496,Lucknow
9984,Under Review,1939,NYC
9985,Approved,2282,Ayodhya
9986,Under Review,2542,Pune
9987,Approved,4337,Ayodhya
9988,Approved,4279,NYC
9989,Approved,4636,Delhi
9990,Under Review,3385,NYC
9991,Approved,4386,Delhi
9992,Declined,1532,Ayodhya
9993,Approved,1126,Mumbai
9994,Under Review,2638,Lucknow
9995,Declined,4894,Lucknow
